rank, msg_num, loss%, timestamp
2, 0 0.2, 1550730137.694551
2, 1 0.2, 1550730137.767467
2, 2 0.2, 1550730137.767503
2, 3 0.2, 1550730137.767513
2, 4 0.2, 1550730137.767521
2, 5 0.2, 1550730137.767530
2, 6 0.2, 1550730137.767538
2, 7 0.2, 1550730137.767546
2, 8 0.2, 1550730137.767556
2, 9 0.2, 1550730137.767564
2, 10 0.2, 1550730137.767571
2, 11 0.2, 1550730137.767577
2, 12 0.2, 1550730137.767582
2, 13 0.2, 1550730137.767589
2, 14 0.2, 1550730137.767594
2, 15 0.2, 1550730137.767599
2, 16 0.2, 1550730137.767604
2, 17 0.2, 1550730137.767609
2, 18 0.2, 1550730137.767616
2, 19 0.2, 1550730137.767620
2, 20 0.2, 1550730137.767626
2, 21 0.2, 1550730137.767630
2, 22 0.2, 1550730137.767635
2, 23 0.2, 1550730137.767641
2, 24 0.2, 1550730137.767645
2, 25 0.2, 1550730137.767651
2, 26 0.2, 1550730137.767655
2, 27 0.2, 1550730137.767662
2, 28 0.2, 1550730137.767668
2, 29 0.2, 1550730137.767673
2, 30 0.2, 1550730137.767678
2, 31 0.2, 1550730137.767683
2, 32 0.2, 1550730137.767689
2, 33 0.2, 1550730137.767694
2, 34 0.2, 1550730137.767699
2, 35 0.2, 1550730137.767704
2, 36 0.2, 1550730137.767710
2, 37 0.2, 1550730137.767715
2, 38 0.2, 1550730137.767720
2, 39 0.2, 1550730137.767725
2, 40 0.2, 1550730137.767730
2, 41 0.2, 1550730137.767735
2, 42 0.2, 1550730137.767740
2, 43 0.2, 1550730137.767745
2, 44 0.2, 1550730137.767751
2, 45 0.2, 1550730137.767756
2, 46 0.2, 1550730137.767761
2, 47 0.2, 1550730137.767766
2, 48 0.2, 1550730137.767770
2, 49 0.2, 1550730137.767775
2, 50 0.2, 1550730137.767780
2, 51 0.2, 1550730137.767785
2, 52 0.2, 1550730137.767790
2, 53 0.2, 1550730137.767796
2, 54 0.2, 1550730137.767801
2, 55 0.2, 1550730137.767805
2, 56 0.2, 1550730137.767811
2, 57 0.2, 1550730137.767815
2, 58 0.2, 1550730137.767820
2, 59 0.2, 1550730137.767825
2, 60 0.2, 1550730137.767830
2, 61 0.2, 1550730137.767835
2, 62 0.2, 1550730137.767840
2, 63 0.2, 1550730137.767845
2, 64 0.2, 1550730137.767850
2, 65 0.2, 1550730137.767855
2, 66 0.2, 1550730137.767859
2, 67 0.2, 1550730137.767864
2, 68 0.2, 1550730137.767872
2, 69 0.2, 1550730137.767877
2, 70 0.2, 1550730137.767882
2, 71 0.2, 1550730137.767887
2, 72 0.2, 1550730137.767892
2, 73 0.2, 1550730137.767896
2, 74 0.2, 1550730137.767902
2, 75 0.2, 1550730137.767909
2, 76 0.2, 1550730137.767914
2, 77 0.2, 1550730137.767919
2, 78 0.2, 1550730137.767923
2, 79 0.2, 1550730137.767928
2, 80 0.2, 1550730137.767933
2, 81 0.2, 1550730137.767938
2, 82 0.2, 1550730137.767943
2, 83 0.2, 1550730137.767947
2, 84 0.2, 1550730137.767952
2, 85 0.2, 1550730137.767957
2, 86 0.2, 1550730137.767962
2, 87 0.2, 1550730137.767967
2, 88 0.2, 1550730137.767972
2, 89 0.2, 1550730137.767977
2, 90 0.2, 1550730137.767982
2, 91 0.2, 1550730137.767987
2, 92 0.2, 1550730137.767992
2, 93 0.2, 1550730137.767996
2, 94 0.2, 1550730137.768001
2, 95 0.2, 1550730137.768006
2, 96 0.2, 1550730137.768010
2, 97 0.2, 1550730137.768015
2, 98 0.2, 1550730137.768020
2, 99 0.2, 1550730137.768025
2, 0 0.4, 1550730137.805682
2, 1 0.4, 1550730137.805733
2, 2 0.4, 1550730137.805742
2, 3 0.4, 1550730137.805747
2, 4 0.4, 1550730137.805752
2, 5 0.4, 1550730137.805757
2, 6 0.4, 1550730137.805762
2, 7 0.4, 1550730137.805767
2, 8 0.4, 1550730137.805772
2, 9 0.4, 1550730137.805777
2, 10 0.4, 1550730137.805782
2, 11 0.4, 1550730137.805793
2, 12 0.4, 1550730137.805798
2, 13 0.4, 1550730137.805803
2, 14 0.4, 1550730137.805814
2, 15 0.4, 1550730137.805819
2, 16 0.4, 1550730137.805825
2, 17 0.4, 1550730137.805831
2, 18 0.4, 1550730137.805838
2, 19 0.4, 1550730137.805843
2, 20 0.4, 1550730137.805849
2, 21 0.4, 1550730137.805853
2, 22 0.4, 1550730137.805858
2, 23 0.4, 1550730137.805863
2, 24 0.4, 1550730137.805868
2, 25 0.4, 1550730137.805873
2, 26 0.4, 1550730137.805878
2, 27 0.4, 1550730137.805883
2, 28 0.4, 1550730137.805888
2, 29 0.4, 1550730137.805893
2, 30 0.4, 1550730137.805902
2, 31 0.4, 1550730137.805907
2, 32 0.4, 1550730137.805912
2, 33 0.4, 1550730137.805917
2, 34 0.4, 1550730137.805922
2, 35 0.4, 1550730137.805927
2, 36 0.4, 1550730137.805932
2, 37 0.4, 1550730137.805937
2, 38 0.4, 1550730137.805942
2, 39 0.4, 1550730137.805947
2, 40 0.4, 1550730137.805952
2, 41 0.4, 1550730137.805957
2, 42 0.4, 1550730137.805961
2, 43 0.4, 1550730137.805967
2, 44 0.4, 1550730137.805971
2, 45 0.4, 1550730137.805976
2, 46 0.4, 1550730137.805981
2, 47 0.4, 1550730137.805986
2, 48 0.4, 1550730137.805991
2, 49 0.4, 1550730137.805996
2, 50 0.4, 1550730137.806001
2, 51 0.4, 1550730137.806006
2, 52 0.4, 1550730137.806011
2, 53 0.4, 1550730137.806016
2, 54 0.4, 1550730137.806020
2, 55 0.4, 1550730137.806026
2, 56 0.4, 1550730137.806031
2, 57 0.4, 1550730137.806037
2, 58 0.4, 1550730137.806042
2, 59 0.4, 1550730137.806047
2, 60 0.4, 1550730137.806052
2, 61 0.4, 1550730137.806057
2, 62 0.4, 1550730137.806062
2, 63 0.4, 1550730137.806067
2, 64 0.4, 1550730137.806072
2, 65 0.4, 1550730137.806077
2, 66 0.4, 1550730137.806082
2, 67 0.4, 1550730137.806087
2, 68 0.4, 1550730137.806092
2, 69 0.4, 1550730137.806097
2, 70 0.4, 1550730137.806102
2, 71 0.4, 1550730137.806107
2, 72 0.4, 1550730137.806112
2, 73 0.4, 1550730137.806117
2, 74 0.4, 1550730137.806122
2, 75 0.4, 1550730137.806127
2, 76 0.4, 1550730137.806131
2, 77 0.4, 1550730137.806137
2, 78 0.4, 1550730137.806340
2, 79 0.4, 1550730137.806351
2, 80 0.4, 1550730137.806356
2, 81 0.4, 1550730137.806362
2, 82 0.4, 1550730137.806366
2, 83 0.4, 1550730137.806371
2, 84 0.4, 1550730137.806376
2, 85 0.4, 1550730137.806381
2, 86 0.4, 1550730137.806386
2, 87 0.4, 1550730137.806391
2, 88 0.4, 1550730137.806396
2, 89 0.4, 1550730137.806401
2, 90 0.4, 1550730137.806405
2, 91 0.4, 1550730137.806410
2, 92 0.4, 1550730137.806415
2, 93 0.4, 1550730137.806423
2, 94 0.4, 1550730137.806429
2, 95 0.4, 1550730137.806433
2, 96 0.4, 1550730137.806438
2, 97 0.4, 1550730137.806443
2, 98 0.4, 1550730137.806448
2, 99 0.4, 1550730137.806453
2, 0 0.6000000000000001, 1550730137.842816
2, 1 0.6000000000000001, 1550730137.842865
2, 2 0.6000000000000001, 1550730137.842876
2, 3 0.6000000000000001, 1550730137.842884
2, 4 0.6000000000000001, 1550730137.842893
2, 5 0.6000000000000001, 1550730137.842898
2, 6 0.6000000000000001, 1550730137.842904
2, 7 0.6000000000000001, 1550730137.842909
2, 8 0.6000000000000001, 1550730137.842914
2, 9 0.6000000000000001, 1550730137.842920
2, 10 0.6000000000000001, 1550730137.842926
2, 11 0.6000000000000001, 1550730137.842931
2, 12 0.6000000000000001, 1550730137.842936
2, 13 0.6000000000000001, 1550730137.842941
2, 14 0.6000000000000001, 1550730137.842946
2, 15 0.6000000000000001, 1550730137.842952
2, 16 0.6000000000000001, 1550730137.842957
2, 17 0.6000000000000001, 1550730137.842962
2, 18 0.6000000000000001, 1550730137.842967
2, 19 0.6000000000000001, 1550730137.842972
2, 20 0.6000000000000001, 1550730137.842977
2, 21 0.6000000000000001, 1550730137.842982
2, 22 0.6000000000000001, 1550730137.842987
2, 23 0.6000000000000001, 1550730137.842992
2, 24 0.6000000000000001, 1550730137.842997
2, 25 0.6000000000000001, 1550730137.843002
2, 26 0.6000000000000001, 1550730137.843007
2, 27 0.6000000000000001, 1550730137.843013
2, 28 0.6000000000000001, 1550730137.843018
2, 29 0.6000000000000001, 1550730137.843030
2, 30 0.6000000000000001, 1550730137.843036
2, 31 0.6000000000000001, 1550730137.843042
2, 32 0.6000000000000001, 1550730137.843047
2, 33 0.6000000000000001, 1550730137.843053
2, 34 0.6000000000000001, 1550730137.843057
2, 35 0.6000000000000001, 1550730137.843063
2, 36 0.6000000000000001, 1550730137.843068
2, 37 0.6000000000000001, 1550730137.843073
2, 38 0.6000000000000001, 1550730137.843078
2, 39 0.6000000000000001, 1550730137.843083
2, 40 0.6000000000000001, 1550730137.843088
2, 41 0.6000000000000001, 1550730137.843093
2, 42 0.6000000000000001, 1550730137.843098
2, 43 0.6000000000000001, 1550730137.843103
2, 44 0.6000000000000001, 1550730137.843109
2, 45 0.6000000000000001, 1550730137.843114
2, 46 0.6000000000000001, 1550730137.843119
2, 47 0.6000000000000001, 1550730137.843124
2, 48 0.6000000000000001, 1550730137.843129
2, 49 0.6000000000000001, 1550730137.843137
2, 50 0.6000000000000001, 1550730137.843143
2, 51 0.6000000000000001, 1550730137.843148
2, 52 0.6000000000000001, 1550730137.843153
2, 53 0.6000000000000001, 1550730137.843158
2, 54 0.6000000000000001, 1550730137.843163
2, 55 0.6000000000000001, 1550730137.843242
2, 56 0.6000000000000001, 1550730137.843252
2, 57 0.6000000000000001, 1550730137.843259
2, 58 0.6000000000000001, 1550730137.843264
2, 59 0.6000000000000001, 1550730137.843269
2, 60 0.6000000000000001, 1550730137.843275
2, 61 0.6000000000000001, 1550730137.843280
2, 62 0.6000000000000001, 1550730137.843286
2, 63 0.6000000000000001, 1550730137.843292
2, 64 0.6000000000000001, 1550730137.843298
2, 65 0.6000000000000001, 1550730137.843303
2, 66 0.6000000000000001, 1550730137.843308
2, 67 0.6000000000000001, 1550730137.843314
2, 68 0.6000000000000001, 1550730137.843321
2, 69 0.6000000000000001, 1550730137.843326
2, 70 0.6000000000000001, 1550730137.843331
2, 71 0.6000000000000001, 1550730137.843337
2, 72 0.6000000000000001, 1550730137.843342
2, 73 0.6000000000000001, 1550730137.843349
2, 74 0.6000000000000001, 1550730137.843354
2, 75 0.6000000000000001, 1550730137.843360
2, 76 0.6000000000000001, 1550730137.843365
2, 77 0.6000000000000001, 1550730137.843370
2, 78 0.6000000000000001, 1550730137.843377
2, 79 0.6000000000000001, 1550730137.843383
2, 80 0.6000000000000001, 1550730137.843388
2, 81 0.6000000000000001, 1550730137.843393
