rank, msg_num, timestamp
2, 0, 1550716802.930943
2, 1, 1550716803.011508
2, 2, 1550716803.011575
2, 3, 1550716803.011620
2, 4, 1550716803.011663
2, 5, 1550716803.011704
2, 6, 1550716803.011745
2, 7, 1550716803.011786
2, 8, 1550716803.011826
2, 9, 1550716803.011866
2, 10, 1550716803.011907
2, 11, 1550716803.011942
2, 12, 1550716803.011975
2, 13, 1550716803.012007
2, 14, 1550716803.012040
2, 15, 1550716803.012073
2, 16, 1550716803.012105
2, 17, 1550716803.012136
2, 18, 1550716803.012168
2, 19, 1550716803.012200
2, 20, 1550716803.012231
2, 21, 1550716803.012263
2, 22, 1550716803.012295
2, 23, 1550716803.012327
2, 24, 1550716803.012359
2, 25, 1550716803.012391
2, 26, 1550716803.012423
2, 27, 1550716803.012455
2, 28, 1550716803.012486
2, 29, 1550716803.012517
2, 30, 1550716803.012549
2, 31, 1550716803.012580
2, 32, 1550716803.012612
2, 33, 1550716803.012643
2, 34, 1550716803.012675
2, 35, 1550716803.012748
2, 36, 1550716803.012789
2, 37, 1550716803.012823
2, 38, 1550716803.012855
2, 39, 1550716803.012887
2, 40, 1550716803.012919
2, 41, 1550716803.012951
2, 42, 1550716803.012983
2, 43, 1550716803.013015
2, 44, 1550716803.013047
2, 45, 1550716803.013079
2, 46, 1550716803.013111
2, 47, 1550716803.013143
2, 48, 1550716803.013175
2, 49, 1550716803.013207
2, 50, 1550716803.013239
2, 51, 1550716803.013271
2, 52, 1550716803.013302
2, 53, 1550716803.013334
2, 54, 1550716803.013366
2, 55, 1550716803.013398
2, 56, 1550716803.013429
2, 57, 1550716803.013462
2, 58, 1550716803.013494
2, 59, 1550716803.013525
2, 60, 1550716803.013557
2, 61, 1550716803.013589
2, 62, 1550716803.013621
2, 63, 1550716803.013653
2, 64, 1550716803.013685
2, 65, 1550716803.013716
2, 66, 1550716803.013748
2, 67, 1550716803.013780
2, 68, 1550716803.013812
2, 69, 1550716803.013844
2, 70, 1550716803.013876
2, 71, 1550716803.013908
2, 72, 1550716803.013940
2, 73, 1550716803.013973
2, 74, 1550716803.014004
2, 75, 1550716803.014036
2, 76, 1550716803.014068
2, 77, 1550716803.014107
2, 78, 1550716803.014143
2, 79, 1550716803.014181
2, 80, 1550716803.014214
2, 81, 1550716803.014246
2, 82, 1550716803.014278
2, 83, 1550716803.014310
2, 84, 1550716803.014342
2, 85, 1550716803.014374
2, 86, 1550716803.014406
2, 87, 1550716803.014438
2, 88, 1550716803.014470
2, 89, 1550716803.014501
2, 90, 1550716803.014534
2, 91, 1550716803.014566
2, 92, 1550716803.014599
2, 93, 1550716803.014631
2, 94, 1550716803.014663
2, 95, 1550716803.014695
2, 96, 1550716803.014727
2, 97, 1550716803.014759
2, 98, 1550716803.014791
2, 99, 1550716803.014823
