rank, msg_num, timestamp
1, 0, 1550716729.382678
1, 1, 1550716729.462963
1, 2, 1550716729.463039
1, 3, 1550716729.463080
1, 4, 1550716729.463118
1, 5, 1550716729.463155
1, 6, 1550716729.463191
1, 7, 1550716729.463253
1, 8, 1550716729.463291
1, 9, 1550716729.463329
1, 10, 1550716729.463367
1, 11, 1550716729.463408
1, 12, 1550716729.463440
1, 13, 1550716729.463472
1, 14, 1550716729.463503
1, 15, 1550716729.463534
1, 16, 1550716729.463565
1, 17, 1550716729.463596
1, 18, 1550716729.463638
1, 19, 1550716729.463668
1, 20, 1550716729.463698
1, 21, 1550716729.463728
1, 22, 1550716729.463758
1, 23, 1550716729.463812
1, 24, 1550716729.463842
1, 25, 1550716729.463873
1, 26, 1550716729.463903
1, 27, 1550716729.463933
1, 28, 1550716729.463964
1, 29, 1550716729.463994
1, 30, 1550716729.464024
1, 31, 1550716729.464054
1, 32, 1550716729.464097
1, 33, 1550716729.464128
1, 34, 1550716729.464159
1, 35, 1550716729.464190
1, 36, 1550716729.464222
1, 37, 1550716729.464253
1, 38, 1550716729.464283
1, 39, 1550716729.464314
1, 40, 1550716729.464345
1, 41, 1550716729.464376
1, 42, 1550716729.464418
1, 43, 1550716729.464459
1, 44, 1550716729.464490
1, 45, 1550716729.464521
1, 46, 1550716729.464552
1, 47, 1550716729.464582
1, 48, 1550716729.464624
1, 49, 1550716729.464667
1, 50, 1550716729.464697
1, 51, 1550716729.464728
1, 52, 1550716729.464763
1, 53, 1550716729.464806
1, 54, 1550716729.464837
1, 55, 1550716729.464867
1, 56, 1550716729.464897
1, 57, 1550716729.464927
1, 58, 1550716729.464957
1, 59, 1550716729.465000
1, 60, 1550716729.465042
1, 61, 1550716729.465072
1, 62, 1550716729.465102
1, 63, 1550716729.465132
1, 64, 1550716729.465162
1, 65, 1550716729.465192
1, 66, 1550716729.465223
1, 67, 1550716729.465254
1, 68, 1550716729.465284
1, 69, 1550716729.465314
1, 70, 1550716729.465344
1, 71, 1550716729.465374
1, 72, 1550716729.465404
1, 73, 1550716729.465434
1, 74, 1550716729.465464
1, 75, 1550716729.465494
1, 76, 1550716729.465524
1, 77, 1550716729.465566
1, 78, 1550716729.465595
1, 79, 1550716729.465635
1, 80, 1550716729.465666
1, 81, 1550716729.465695
1, 82, 1550716729.465731
1, 83, 1550716729.465765
1, 84, 1550716729.465795
1, 85, 1550716729.465825
1, 86, 1550716729.465855
1, 87, 1550716729.465885
1, 88, 1550716729.465915
1, 89, 1550716729.465957
1, 90, 1550716729.465986
1, 91, 1550716729.466014
1, 92, 1550716729.466042
1, 93, 1550716729.466070
1, 94, 1550716729.466099
1, 95, 1550716729.466128
1, 96, 1550716729.466161
1, 97, 1550716729.466191
1, 98, 1550716729.466221
1, 99, 1550716729.466250
1, 0, 1550716802.926328
1, 1, 1550716803.007009
1, 2, 1550716803.007077
1, 3, 1550716803.007124
1, 4, 1550716803.007166
1, 5, 1550716803.007207
1, 6, 1550716803.007248
1, 7, 1550716803.007287
1, 8, 1550716803.007325
1, 9, 1550716803.007364
1, 10, 1550716803.007402
1, 11, 1550716803.007443
1, 12, 1550716803.007478
1, 13, 1550716803.007511
1, 14, 1550716803.007543
1, 15, 1550716803.007575
1, 16, 1550716803.007608
1, 17, 1550716803.007640
1, 18, 1550716803.007672
1, 19, 1550716803.007704
1, 20, 1550716803.007736
1, 21, 1550716803.007768
1, 22, 1550716803.007801
1, 23, 1550716803.007833
1, 24, 1550716803.007864
1, 25, 1550716803.007896
1, 26, 1550716803.007928
1, 27, 1550716803.007959
1, 28, 1550716803.007990
1, 29, 1550716803.008022
1, 30, 1550716803.008054
1, 31, 1550716803.008085
1, 32, 1550716803.008117
1, 33, 1550716803.008148
1, 34, 1550716803.008180
1, 35, 1550716803.008212
1, 36, 1550716803.008244
1, 37, 1550716803.008276
1, 38, 1550716803.008307
1, 39, 1550716803.008339
1, 40, 1550716803.008371
1, 41, 1550716803.008403
1, 42, 1550716803.008435
1, 43, 1550716803.008466
1, 44, 1550716803.008497
1, 45, 1550716803.008529
1, 46, 1550716803.008561
1, 47, 1550716803.008593
1, 48, 1550716803.008625
1, 49, 1550716803.008657
1, 50, 1550716803.008689
1, 51, 1550716803.008720
1, 52, 1550716803.008752
1, 53, 1550716803.008783
1, 54, 1550716803.008819
1, 55, 1550716803.008852
1, 56, 1550716803.008884
1, 57, 1550716803.008915
1, 58, 1550716803.008947
1, 59, 1550716803.008978
1, 60, 1550716803.009010
1, 61, 1550716803.009053
1, 62, 1550716803.009084
1, 63, 1550716803.009126
1, 64, 1550716803.009171
1, 65, 1550716803.009203
1, 66, 1550716803.009234
1, 67, 1550716803.009265
1, 68, 1550716803.009296
1, 69, 1550716803.009327
1, 70, 1550716803.009357
1, 71, 1550716803.009388
1, 72, 1550716803.009419
1, 73, 1550716803.009450
1, 74, 1550716803.009481
1, 75, 1550716803.009512
1, 76, 1550716803.009543
1, 77, 1550716803.009573
1, 78, 1550716803.009615
1, 79, 1550716803.009648
1, 80, 1550716803.009680
1, 81, 1550716803.009712
1, 82, 1550716803.009743
1, 83, 1550716803.009775
1, 84, 1550716803.009806
1, 85, 1550716803.009837
1, 86, 1550716803.009869
1, 87, 1550716803.009900
1, 88, 1550716803.009943
1, 89, 1550716803.009974
1, 90, 1550716803.010004
1, 91, 1550716803.010034
1, 92, 1550716803.010065
1, 93, 1550716803.010108
1, 94, 1550716803.010140
1, 95, 1550716803.010171
1, 96, 1550716803.010206
1, 97, 1550716803.010240
1, 98, 1550716803.010309
1, 99, 1550716803.010348
