rank,msg_num,timestamp
0,0,1551410569.851378
0,1,1551410569.991209
0,2,1551410569.991385
0,3,1551410569.991475
0,4,1551410569.991573
0,5,1551410569.991742
0,6,1551410569.991834
0,7,1551410569.991924
0,8,1551410569.992037
0,9,1551410569.992134
0,10,1551410569.992261
0,11,1551410570.022414
0,12,1551410570.022549
0,13,1551410570.022590
0,14,1551410570.022624
0,15,1551410570.022656
0,16,1551410570.022686
0,17,1551410570.022717
0,18,1551410570.022747
0,19,1551410570.022777
0,20,1551410570.022807
0,21,1551410570.022846
0,22,1551410570.022879
0,23,1551410570.022911
0,24,1551410570.022962
0,25,1551410570.023013
0,26,1551410570.023046
0,27,1551410570.023078
0,28,1551410570.023109
0,29,1551410570.023141
0,30,1551410570.023173
0,31,1551410570.023205
0,32,1551410570.023236
0,33,1551410570.023268
0,34,1551410570.023299
0,35,1551410570.023350
0,36,1551410570.023385
0,37,1551410570.023417
0,38,1551410570.023462
0,39,1551410570.023498
0,40,1551410570.023530
0,41,1551410570.023561
0,42,1551410570.023592
0,43,1551410570.023623
0,44,1551410570.023655
0,45,1551410570.023715
0,46,1551410570.023753
0,47,1551410570.023786
0,48,1551410570.023817
0,49,1551410570.023849
0,50,1551410570.023880
0,51,1551410570.023912
0,52,1551410570.023943
0,53,1551410570.023979
0,54,1551410570.024011
0,55,1551410570.024043
0,56,1551410570.024074
0,57,1551410570.024105
0,58,1551410570.024137
0,59,1551410570.024168
0,60,1551410570.024199
0,61,1551410570.024230
0,62,1551410570.024261
0,63,1551410570.024293
0,64,1551410570.024324
0,65,1551410570.024355
0,66,1551410570.024386
0,67,1551410570.024418
0,68,1551410570.024449
0,69,1551410570.024480
0,70,1551410570.024512
0,71,1551410570.024543
0,72,1551410570.024574
0,73,1551410570.024605
0,74,1551410570.024637
0,75,1551410570.024668
0,76,1551410570.024698
0,77,1551410570.024729
0,78,1551410570.024761
0,79,1551410570.024793
0,80,1551410570.024825
0,81,1551410570.024856
0,82,1551410570.024887
0,83,1551410570.024918
0,84,1551410570.024950
0,85,1551410570.024981
0,86,1551410570.025012
0,87,1551410570.025043
0,88,1551410570.025074
0,89,1551410570.025106
0,90,1551410570.025137
0,91,1551410570.025168
0,92,1551410570.025199
0,93,1551410570.025231
0,94,1551410570.025262
0,95,1551410570.025293
0,96,1551410570.025325
0,97,1551410570.025360
0,98,1551410570.025392
0,99,1551410570.025424
,,
