dest,rate,msg_num,timestamp
1,128,127,1550792535.867234
1,64,0,1550792537.389913
1,64,1,1550792537.470192
1,64,2,1550792537.470219
1,64,3,1550792537.470225
1,64,4,1550792537.470230
1,64,5,1550792537.470235
1,64,6,1550792537.470241
1,64,7,1550792537.470246
1,64,8,1550792537.470251
1,64,9,1550792537.470256
1,64,10,1550792537.470260
1,64,11,1550792537.470265
1,64,12,1550792537.470268
1,64,13,1550792537.470270
1,64,14,1550792537.470273
1,64,15,1550792537.470276
1,64,16,1550792537.470279
1,64,17,1550792537.470281
1,64,18,1550792537.470284
1,64,19,1550792537.470287
1,64,20,1550792537.470290
1,64,21,1550792537.470293
1,64,22,1550792537.470297
1,64,23,1550792537.470300
1,64,24,1550792537.470303
1,64,25,1550792537.470305
1,64,26,1550792537.470308
1,64,27,1550792537.470311
1,64,28,1550792537.470314
1,64,29,1550792537.470316
1,64,30,1550792537.470319
1,64,31,1550792537.470322
1,64,32,1550792537.470325
1,64,33,1550792537.470327
1,64,34,1550792537.470330
1,64,35,1550792537.470333
1,64,36,1550792537.470335
1,64,37,1550792537.470338
1,64,38,1550792537.470341
1,64,39,1550792537.470344
1,64,40,1550792537.470346
1,64,41,1550792537.470349
1,64,42,1550792537.470352
1,64,43,1550792537.470356
1,64,44,1550792537.470359
1,64,45,1550792537.470362
1,64,46,1550792537.470364
1,64,47,1550792537.470367
1,64,48,1550792537.470370
1,64,49,1550792537.470373
1,64,50,1550792537.470376
1,64,51,1550792537.470378
1,64,52,1550792537.470381
1,64,53,1550792537.470384
1,64,54,1550792537.470387
1,64,55,1550792537.470389
1,64,56,1550792537.470392
1,64,57,1550792537.470395
1,64,58,1550792537.470397
1,64,59,1550792537.470400
1,64,60,1550792537.470403
1,64,61,1550792537.470406
1,64,62,1550792537.470408
1,64,63,1550792537.470411
1,32,0,1550792538.994080
1,32,1,1550792539.074488
1,32,2,1550792539.074514
1,32,3,1550792539.074521
1,32,4,1550792539.074526
1,32,5,1550792539.074532
1,32,6,1550792539.074538
1,32,7,1550792539.074556
1,32,8,1550792539.074562
1,32,9,1550792539.074567
1,32,10,1550792539.074572
1,32,11,1550792539.074577
1,32,12,1550792539.074580
1,32,13,1550792539.074584
1,32,14,1550792539.074587
1,32,15,1550792539.074590
1,32,16,1550792539.074593
1,32,17,1550792539.074596
1,32,18,1550792539.074599
1,32,19,1550792539.074602
1,32,20,1550792539.074605
1,32,21,1550792539.074609
1,32,22,1550792539.074613
1,32,23,1550792539.074616
1,32,24,1550792539.074619
1,32,25,1550792539.074622
1,32,26,1550792539.074625
1,32,27,1550792539.074628
1,32,28,1550792539.074631
1,32,29,1550792539.074634
1,32,30,1550792539.074637
1,32,31,1550792539.074640
1,16,0,1550792540.598272
1,16,1,1550792540.678553
1,16,2,1550792540.678580
1,16,3,1550792540.678586
1,16,4,1550792540.678591
1,16,5,1550792540.678596
1,16,6,1550792540.678602
1,16,7,1550792540.678607
1,16,8,1550792540.678612
1,16,9,1550792540.678617
1,16,10,1550792540.678622
1,16,11,1550792540.678626
1,16,12,1550792540.678629
1,16,13,1550792540.678632
1,16,14,1550792540.678635
1,16,15,1550792540.678638
1,8,0,1550792542.202122
1,8,1,1550792542.282301
1,8,2,1550792542.282329
1,8,3,1550792542.282335
1,8,4,1550792542.282340
1,8,5,1550792542.282345
1,8,6,1550792542.282352
1,8,7,1550792542.282357
1,4,0,1550792543.778332
1,4,1,1550792543.858441
1,4,2,1550792543.858469
1,4,3,1550792543.858475
1,2,0,1550792545.349998
1,2,1,1550792545.430433
1,1,0,1550792546.921896
,,,
