rank, msg_num, payload_size, timestamp
1, 0, 1, 1550720410.574858
1, 1, 1, 1550720410.655267
1, 2, 1, 1550720410.655297
1, 3, 1, 1550720410.655307
1, 4, 1, 1550720410.655315
1, 5, 1, 1550720410.655323
1, 6, 1, 1550720410.655331
1, 7, 1, 1550720410.655338
1, 8, 1, 1550720410.655346
1, 9, 1, 1550720410.655353
1, 10, 1, 1550720410.655360
1, 11, 1, 1550720410.655370
1, 12, 1, 1550720410.655375
1, 13, 1, 1550720410.655380
1, 14, 1, 1550720410.655385
1, 15, 1, 1550720410.655389
1, 16, 1, 1550720410.655394
1, 17, 1, 1550720410.655399
1, 18, 1, 1550720410.655404
1, 19, 1, 1550720410.655408
1, 20, 1, 1550720410.655413
1, 21, 1, 1550720410.655418
1, 22, 1, 1550720410.655422
1, 23, 1, 1550720410.655428
1, 24, 1, 1550720410.655432
1, 25, 1, 1550720410.655437
1, 26, 1, 1550720410.655441
1, 27, 1, 1550720410.655446
1, 28, 1, 1550720410.655450
1, 29, 1, 1550720410.655456
1, 30, 1, 1550720410.655460
1, 31, 1, 1550720410.655465
1, 32, 1, 1550720410.655469
1, 33, 1, 1550720410.655474
1, 34, 1, 1550720410.655478
1, 35, 1, 1550720410.655483
1, 36, 1, 1550720410.655488
1, 37, 1, 1550720410.655496
1, 38, 1, 1550720410.655501
1, 39, 1, 1550720410.655505
1, 40, 1, 1550720410.655510
1, 41, 1, 1550720410.655515
1, 42, 1, 1550720410.655519
1, 43, 1, 1550720410.655523
1, 44, 1, 1550720410.655529
1, 45, 1, 1550720410.655533
1, 46, 1, 1550720410.655538
1, 47, 1, 1550720410.655543
1, 48, 1, 1550720410.655547
1, 49, 1, 1550720410.655551
1, 50, 1, 1550720410.655556
1, 51, 1, 1550720410.655560
1, 52, 1, 1550720410.655565
1, 53, 1, 1550720410.655569
1, 54, 1, 1550720410.655574
1, 55, 1, 1550720410.655578
1, 56, 1, 1550720410.655583
1, 57, 1, 1550720410.655588
1, 58, 1, 1550720410.655592
1, 59, 1, 1550720410.655597
1, 60, 1, 1550720410.655601
1, 61, 1, 1550720410.655606
1, 62, 1, 1550720410.655610
1, 63, 1, 1550720410.655615
1, 64, 1, 1550720410.655619
1, 65, 1, 1550720410.655624
1, 66, 1, 1550720410.655628
1, 67, 1, 1550720410.655633
1, 68, 1, 1550720410.655638
1, 69, 1, 1550720410.655642
1, 70, 1, 1550720410.655647
1, 71, 1, 1550720410.655651
1, 72, 1, 1550720410.655656
1, 73, 1, 1550720410.655660
1, 74, 1, 1550720410.655668
1, 75, 1, 1550720410.655672
1, 76, 1, 1550720410.655676
1, 77, 1, 1550720410.655681
1, 78, 1, 1550720410.655685
1, 79, 1, 1550720410.655690
1, 80, 1, 1550720410.655694
1, 81, 1, 1550720410.655699
1, 82, 1, 1550720410.655703
1, 83, 1, 1550720410.655708
1, 84, 1, 1550720410.655712
1, 85, 1, 1550720410.655717
1, 86, 1, 1550720410.655721
1, 87, 1, 1550720410.655726
1, 88, 1, 1550720410.655730
1, 89, 1, 1550720410.655735
1, 90, 1, 1550720410.655740
1, 91, 1, 1550720410.655744
1, 92, 1, 1550720410.655749
1, 93, 1, 1550720410.655753
1, 94, 1, 1550720410.655758
1, 95, 1, 1550720410.655762
1, 96, 1, 1550720410.655767
1, 97, 1, 1550720410.655771
1, 98, 1, 1550720410.655776
1, 99, 1, 1550720410.655780
1, 0, 2, 1550720410.655786
1, 1, 2, 1550720410.655791
1, 2, 2, 1550720410.655796
1, 3, 2, 1550720410.655800
1, 4, 2, 1550720410.655805
1, 5, 2, 1550720410.655809
1, 6, 2, 1550720410.655813
1, 7, 2, 1550720410.655818
1, 8, 2, 1550720410.655822
1, 9, 2, 1550720410.655827
1, 10, 2, 1550720410.655831
1, 11, 2, 1550720410.655836
1, 12, 2, 1550720410.655840
1, 13, 2, 1550720410.655845
1, 14, 2, 1550720410.655849
1, 15, 2, 1550720410.655854
1, 16, 2, 1550720410.655858
1, 17, 2, 1550720410.655863
1, 18, 2, 1550720410.655867
1, 19, 2, 1550720410.655871
1, 20, 2, 1550720410.655876
1, 21, 2, 1550720410.655880
1, 22, 2, 1550720410.655885
1, 23, 2, 1550720410.655890
1, 24, 2, 1550720410.655894
1, 25, 2, 1550720410.655898
1, 26, 2, 1550720410.655903
1, 27, 2, 1550720410.655907
1, 28, 2, 1550720410.655912
1, 29, 2, 1550720410.655916
1, 30, 2, 1550720410.655921
1, 31, 2, 1550720410.655925
1, 32, 2, 1550720410.655930
1, 33, 2, 1550720410.655934
1, 34, 2, 1550720410.655939
1, 35, 2, 1550720410.655943
1, 36, 2, 1550720410.655948
1, 37, 2, 1550720410.655955
1, 38, 2, 1550720410.655959
1, 39, 2, 1550720410.655964
1, 40, 2, 1550720410.655968
1, 41, 2, 1550720410.655972
1, 42, 2, 1550720410.655977
1, 43, 2, 1550720410.655981
1, 44, 2, 1550720410.655985
1, 45, 2, 1550720410.655990
1, 46, 2, 1550720410.655994
1, 47, 2, 1550720410.655999
1, 48, 2, 1550720410.656003
1, 49, 2, 1550720410.656008
1, 50, 2, 1550720410.656012
1, 51, 2, 1550720410.656017
1, 52, 2, 1550720410.656021
1, 53, 2, 1550720410.656026
1, 54, 2, 1550720410.656043
1, 55, 2, 1550720410.656047
1, 56, 2, 1550720410.656051
1, 57, 2, 1550720410.656056
1, 58, 2, 1550720410.656060
1, 59, 2, 1550720410.656065
1, 60, 2, 1550720410.656069
1, 61, 2, 1550720410.656073
1, 62, 2, 1550720410.656078
1, 63, 2, 1550720410.656082
1, 64, 2, 1550720410.656086
1, 65, 2, 1550720410.656091
1, 66, 2, 1550720410.656095
1, 67, 2, 1550720410.656099
1, 68, 2, 1550720410.656104
1, 69, 2, 1550720410.656108
1, 70, 2, 1550720410.656112
1, 71, 2, 1550720410.656116
1, 72, 2, 1550720410.656121
1, 73, 2, 1550720410.656125
1, 74, 2, 1550720410.656130
1, 75, 2, 1550720410.656134
1, 76, 2, 1550720410.656138
1, 77, 2, 1550720410.656142
1, 78, 2, 1550720410.656147
1, 79, 2, 1550720410.656152
1, 80, 2, 1550720410.656156
1, 81, 2, 1550720410.656160
1, 82, 2, 1550720410.656165
1, 83, 2, 1550720410.656169
1, 84, 2, 1550720410.656173
1, 85, 2, 1550720410.656178
1, 86, 2, 1550720410.656182
1, 87, 2, 1550720410.656187
1, 88, 2, 1550720410.656191
1, 89, 2, 1550720410.656195
1, 90, 2, 1550720410.656200
1, 91, 2, 1550720410.656216
1, 92, 2, 1550720410.656220
1, 93, 2, 1550720410.656225
1, 94, 2, 1550720410.656229
1, 95, 2, 1550720410.656234
1, 96, 2, 1550720410.656238
1, 97, 2, 1550720410.656243
1, 98, 2, 1550720410.656247
1, 99, 2, 1550720410.656252
1, 0, 4, 1550720410.656259
1, 1, 4, 1550720410.656263
1, 2, 4, 1550720410.656268
1, 3, 4, 1550720410.656273
1, 4, 4, 1550720410.656277
1, 5, 4, 1550720410.656282
1, 6, 4, 1550720410.656286
