rank,msg_num,loss%,timestamp
1,0,0.2,1551411959.320168
1,1,0.2,1551411959.678608
1,2,0.2,1551411959.678637
1,3,0.2,1551411959.678642
1,4,0.2,1551411959.678650
1,5,0.2,1551411959.678653
1,6,0.2,1551411959.678657
1,7,0.2,1551411959.678661
1,8,0.2,1551411959.678667
1,9,0.2,1551411959.678671
1,10,0.2,1551411959.933535
1,11,0.2,1551411959.933558
1,12,0.2,1551411959.933562
1,13,0.2,1551411959.933566
1,14,0.2,1551411959.933569
1,15,0.2,1551411959.933573
1,16,0.2,1551411959.933576
1,17,0.2,1551411959.933580
1,18,0.2,1551411959.933589
1,19,0.2,1551411959.933593
1,20,0.2,1551411959.933597
1,21,0.2,1551411959.933600
1,22,0.2,1551411959.933604
1,23,0.2,1551411959.933609
1,24,0.2,1551411959.933612
1,25,0.2,1551411959.933616
1,26,0.2,1551411959.933619
1,27,0.2,1551411959.933625
1,28,0.2,1551411959.933630
1,29,0.2,1551411959.933635
1,30,0.2,1551411959.933639
1,31,0.2,1551411959.933643
1,32,0.2,1551411959.933647
1,33,0.2,1551411959.933651
1,34,0.2,1551411959.933655
1,35,0.2,1551411959.933658
1,36,0.2,1551411959.933669
1,37,0.2,1551411959.933673
1,38,0.2,1551411959.933676
1,39,0.2,1551411959.933680
1,40,0.2,1551411959.933684
1,41,0.2,1551411959.933687
1,42,0.2,1551411959.933691
1,43,0.2,1551411959.933694
1,44,0.2,1551411959.963928
1,45,0.2,1551411959.963945
1,46,0.2,1551411959.963949
1,47,0.2,1551411959.963953
1,48,0.2,1551411959.963956
1,49,0.2,1551411959.963959
1,50,0.2,1551411959.963963
1,51,0.2,1551411959.963966
1,52,0.2,1551411959.963970
1,53,0.2,1551411959.963974
1,54,0.2,1551411959.963977
1,55,0.2,1551411959.963980
1,56,0.2,1551411959.963984
1,57,0.2,1551411959.963987
1,58,0.2,1551411959.963991
1,59,0.2,1551411959.963994
1,60,0.2,1551411959.963998
1,61,0.2,1551411959.964001
1,62,0.2,1551411959.964004
1,63,0.2,1551411959.964008
1,64,0.2,1551411959.964011
1,65,0.2,1551411959.964015
1,66,0.2,1551411959.964018
1,67,0.2,1551411959.964021
1,68,0.2,1551411959.964025
1,69,0.2,1551411959.964035
1,70,0.2,1551411959.964039
1,71,0.2,1551411959.964042
1,72,0.2,1551411959.964046
1,73,0.2,1551411959.964049
1,74,0.2,1551411959.964052
1,75,0.2,1551411959.964056
1,76,0.2,1551411959.964059
1,77,0.2,1551411959.964062
1,78,0.2,1551411959.994327
1,79,0.2,1551411959.994345
1,80,0.2,1551411959.994349
1,81,0.2,1551411959.994352
1,82,0.2,1551411959.994356
1,83,0.2,1551411959.994359
1,84,0.2,1551411959.994363
1,85,0.2,1551411959.994366
1,86,0.2,1551411959.994370
1,87,0.2,1551411959.994386
1,88,0.2,1551411959.994390
1,89,0.2,1551411959.994393
1,90,0.2,1551411959.994397
1,91,0.2,1551411959.994401
1,92,0.2,1551411959.994404
1,93,0.2,1551411959.994408
1,94,0.2,1551411959.994411
1,95,0.2,1551411959.994415
1,96,0.2,1551411959.994418
1,97,0.2,1551411959.994422
1,98,0.2,1551411959.994425
1,99,0.2,1551411959.994429
1,0,0.4,1551411960.034497
1,1,0.4,1551411960.034529
1,2,0.4,1551411960.034534
1,3,0.4,1551411960.034539
1,4,0.4,1551411960.034544
1,5,0.4,1551411960.034548
1,6,0.4,1551411960.034551
1,7,0.4,1551411960.034555
1,8,0.4,1551411960.034559
1,9,0.4,1551411960.034563
1,10,0.4,1551411960.034567
1,11,0.4,1551411960.034570
1,12,0.4,1551411960.057604
1,13,0.4,1551411960.057630
1,14,0.4,1551411960.057634
1,15,0.4,1551411960.057638
1,16,0.4,1551411960.057641
1,17,0.4,1551411960.057646
1,18,0.4,1551411960.057649
1,19,0.4,1551411960.057653
1,20,0.4,1551411960.057656
1,21,0.4,1551411960.057660
1,22,0.4,1551411960.057663
1,23,0.4,1551411960.057667
1,24,0.4,1551411960.057670
1,25,0.4,1551411960.057674
1,26,0.4,1551411960.057677
1,27,0.4,1551411960.057681
1,28,0.4,1551411960.057684
1,29,0.4,1551411960.088023
1,30,0.4,1551411960.088046
1,31,0.4,1551411960.088059
1,32,0.4,1551411960.088063
1,33,0.4,1551411960.088080
1,34,0.4,1551411960.088084
1,35,0.4,1551411960.088089
1,36,0.4,1551411960.088092
1,37,0.4,1551411960.088096
1,38,0.4,1551411960.088099
1,39,0.4,1551411960.088103
1,40,0.4,1551411960.088106
1,41,0.4,1551411960.088110
1,42,0.4,1551411960.088113
1,43,0.4,1551411960.088128
1,44,0.4,1551411960.088133
1,45,0.4,1551411960.088136
1,46,0.4,1551411960.088140
1,47,0.4,1551411960.088144
1,48,0.4,1551411960.088147
1,49,0.4,1551411960.088151
1,50,0.4,1551411960.088154
1,51,0.4,1551411960.088158
1,52,0.4,1551411960.088161
1,53,0.4,1551411960.088165
1,54,0.4,1551411960.088169
1,55,0.4,1551411960.088172
1,56,0.4,1551411960.088176
1,57,0.4,1551411960.088180
1,58,0.4,1551411960.088183
1,59,0.4,1551411960.088187
1,60,0.4,1551411960.088191
1,61,0.4,1551411960.088194
1,62,0.4,1551411960.088198
1,63,0.4,1551411960.088218
1,64,0.4,1551411960.088223
1,65,0.4,1551411960.088226
1,66,0.4,1551411960.088230
1,67,0.4,1551411960.088234
1,68,0.4,1551411960.088237
1,69,0.4,1551411960.088241
1,70,0.4,1551411960.088245
1,71,0.4,1551411960.088248
1,72,0.4,1551411960.088252
1,73,0.4,1551411960.088255
1,74,0.4,1551411960.088259
1,75,0.4,1551411960.088263
1,76,0.4,1551411960.088267
1,77,0.4,1551411960.088273
1,78,0.4,1551411960.088277
1,79,0.4,1551411960.088281
1,80,0.4,1551411960.088284
1,81,0.4,1551411960.088288
1,82,0.4,1551411960.088292
1,83,0.4,1551411960.088295
1,84,0.4,1551411960.088299
1,85,0.4,1551411960.088303
1,86,0.4,1551411960.088306
1,87,0.4,1551411960.088310
1,88,0.4,1551411960.088314
1,89,0.4,1551411960.088317
1,90,0.4,1551411960.088321
1,91,0.4,1551411960.088325
1,92,0.4,1551411960.088328
1,93,0.4,1551411960.088332
1,94,0.4,1551411960.088338
1,95,0.4,1551411960.088342
1,96,0.4,1551411960.088346
1,97,0.4,1551411960.118389
1,98,0.4,1551411960.118412
1,99,0.4,1551411960.118416
1,0,0.6000000000000001,1551411960.156907
1,1,0.6000000000000001,1551411960.156937
1,2,0.6000000000000001,1551411960.156944
1,3,0.6000000000000001,1551411960.156952
1,4,0.6000000000000001,1551411960.156956
1,5,0.6000000000000001,1551411960.156960
1,6,0.6000000000000001,1551411960.156966
1,7,0.6000000000000001,1551411960.156971
1,8,0.6000000000000001,1551411960.156975
1,9,0.6000000000000001,1551411960.156980
1,10,0.6000000000000001,1551411960.156985
1,11,0.6000000000000001,1551411960.156989
1,12,0.6000000000000001,1551411960.156994
1,13,0.6000000000000001,1551411960.156999
1,14,0.6000000000000001,1551411960.157003
1,15,0.6000000000000001,1551411960.157007
1,16,0.6000000000000001,1551411960.157011
1,17,0.6000000000000001,1551411960.157016
1,18,0.6000000000000001,1551411960.157020
1,19,0.6000000000000001,1551411960.157025
1,20,0.6000000000000001,1551411960.157029
1,21,0.6000000000000001,1551411960.157033
1,22,0.6000000000000001,1551411960.157037
1,23,0.6000000000000001,1551411960.157042
1,24,0.6000000000000001,1551411960.157046
1,25,0.6000000000000001,1551411960.157051
1,26,0.6000000000000001,1551411960.157055
1,27,0.6000000000000001,1551411960.157059
1,28,0.6000000000000001,1551411960.157063
1,29,0.6000000000000001,1551411960.157067
1,30,0.6000000000000001,1551411960.157071
1,31,0.6000000000000001,1551411960.157121
1,32,0.6000000000000001,1551411960.157127
1,33,0.6000000000000001,1551411960.157131
1,34,0.6000000000000001,1551411960.157135
1,35,0.6000000000000001,1551411960.157139
1,36,0.6000000000000001,1551411960.157143
1,37,0.6000000000000001,1551411960.157146
1,38,0.6000000000000001,1551411960.157151
1,39,0.6000000000000001,1551411960.157154
1,40,0.6000000000000001,1551411960.157158
1,41,0.6000000000000001,1551411960.157162
1,42,0.6000000000000001,1551411960.157166
1,43,0.6000000000000001,1551411960.157170
1,44,0.6000000000000001,1551411960.157174
1,45,0.6000000000000001,1551411960.157178
1,46,0.6000000000000001,1551411960.157182
1,47,0.6000000000000001,1551411960.157186
1,48,0.6000000000000001,1551411960.157189
1,49,0.6000000000000001,1551411960.157281
1,50,0.6000000000000001,1551411960.157287
1,51,0.6000000000000001,1551411960.157291
1,52,0.6000000000000001,1551411960.157295
1,53,0.6000000000000001,1551411960.157300
1,54,0.6000000000000001,1551411960.157305
1,55,0.6000000000000001,1551411960.157309
1,56,0.6000000000000001,1551411960.157312
1,57,0.6000000000000001,1551411960.157318
1,58,0.6000000000000001,1551411960.157322
1,59,0.6000000000000001,1551411960.157326
1,60,0.6000000000000001,1551411960.157330
1,61,0.6000000000000001,1551411960.157334
1,62,0.6000000000000001,1551411960.157338
1,63,0.6000000000000001,1551411960.157342
1,64,0.6000000000000001,1551411960.157346
1,65,0.6000000000000001,1551411960.197510
1,66,0.6000000000000001,1551411960.197536
1,67,0.6000000000000001,1551411960.197546
1,68,0.6000000000000001,1551411960.197551
1,69,0.6000000000000001,1551411960.197555
1,70,0.6000000000000001,1551411960.197559
1,71,0.6000000000000001,1551411960.197563
1,72,0.6000000000000001,1551411960.197570
1,73,0.6000000000000001,1551411960.197574
1,74,0.6000000000000001,1551411960.197578
1,75,0.6000000000000001,1551411960.197582
1,76,0.6000000000000001,1551411960.197585
1,77,0.6000000000000001,1551411960.197589
1,78,0.6000000000000001,1551411960.197597
1,79,0.6000000000000001,1551411960.197601
1,80,0.6000000000000001,1551411960.197605
1,81,0.6000000000000001,1551411960.197609
1,82,0.6000000000000001,1551411960.228215
1,83,0.6000000000000001,1551411960.228238
1,84,0.6000000000000001,1551411960.228242
1,85,0.6000000000000001,1551411960.228249
1,86,0.6000000000000001,1551411960.228253
1,87,0.6000000000000001,1551411960.228257
1,88,0.6000000000000001,1551411960.228261
1,89,0.6000000000000001,1551411960.228265
1,90,0.6000000000000001,1551411960.228269
1,91,0.6000000000000001,1551411960.228273
1,92,0.6000000000000001,1551411960.228277
1,93,0.6000000000000001,1551411960.228281
1,94,0.6000000000000001,1551411960.228285
1,95,0.6000000000000001,1551411960.228289
1,96,0.6000000000000001,1551411960.228293
1,97,0.6000000000000001,1551411960.228297
1,98,0.6000000000000001,1551411960.228302
1,99,0.6000000000000001,1551411960.228305
1,0,0.8,1551411960.266280
1,1,0.8,1551411960.266308
1,2,0.8,1551411960.266317
1,3,0.8,1551411960.266321
1,4,0.8,1551411960.266325
1,5,0.8,1551411960.266329
1,6,0.8,1551411960.266334
1,7,0.8,1551411960.266338
1,8,0.8,1551411960.266341
